,track_name,available_markets,duration_ms,explicit,artists_names,principal_artist_name,principal_artist_followers,acousticness,danceability,energy,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,year,sound_system
8447,Something Good Can Work,America,164186,False,Two Door Cinema Club,Two Door Cinema Club,2333682,0.00572,0.647,0.834,0,0.182,-5.321,B,0.0326,119.925,4,0.641,65,2010,B Major
8448,Something Happened on the Way to Heaven - 2016 Remaster,"Europe, Africa, Asia, America, Oceania",291586,False,Phil Collins,Phil Collins,5348006,0.184,0.656,0.88,5,0.272,-4.137,A,0.0287,114.613,4,0.88,62,1989,G Minor
8449,Something I Can Never Have,"Europe, Africa, Asia, America, Oceania",354826,True,Nine Inch Nails,Nine Inch Nails,2379881,0.797,0.501,0.131,5,0.111,-16.792,B,0.03,108.033,4,0.0394,49,1989,B-Flat Major
8450,Something In The Way,America,232146,False,Nirvana,Nirvana,18154089,0.745,0.427,0.201,8,0.109,-13.044,B,0.0317,105.218,4,0.0668,72,1991,G Major
8451,Something Just Like This,"Europe, Africa, Asia, America, Oceania",247160,False,The Chainsmokers;Coldplay,The Chainsmokers,20401723,0.0498,0.617,0.635,11,0.164,-6.769,A,0.0317,103.019,4,0.446,87,2017,D-Flat Minor
8452,Something Like Olivia,"Europe, Africa, Asia, America, Oceania",180626,False,John Mayer,John Mayer,5945010,0.595,0.771,0.424,7,0.0788,-12.156,B,0.0374,98.795,4,0.638,67,2012,C Major
8453,Something Like That,"Europe, Africa, Asia, America, Oceania",183733,False,Tim McGraw,Tim McGraw,4457684,0.378,0.507,0.85,5,0.0567,-5.679,B,0.0472,171.8,4,0.847,75,1999,B-Flat Major
8454,Something Real,"Europe, Africa, Asia, America, Oceania",205287,True,Post Malone,Post Malone,41883548,0.000227,0.445,0.797,11,0.363,-5.086,A,0.0434,135.483,4,0.267,81,2023,D-Flat Minor
8455,Something So Strong,"Europe, Africa, Asia, America, Oceania",171573,False,Crowded House,Crowded House,777109,0.0968,0.578,0.673,7,0.0927,-13.156,B,0.0446,119.786,4,0.721,55,1986,C Major
8456,Something That I Want,"Europe, Africa, Asia, America, Oceania",163280,False,Grace Potter,Grace Potter,106499,0.0128,0.554,0.824,5,0.476,-5.897,B,0.0496,168.956,4,0.963,67,2010,B-Flat Major
8457,"Something There - From ""Beauty and the Beast""/Soundtrack Version","Europe, Africa, Asia, America, Oceania",138986,False,Robby Benson;Jerry Orbach;Paige O'Hara;Angela Lansbury;David Ogden Stiers;Disney,Robby Benson,2159,0.836,0.588,0.325,1,0.127,-10.926,B,0.0374,126.127,4,0.569,53,1991,F-Sharp Major
8458,Something To Believe In - Remastered 2003,"Europe, Africa, Asia, America, Oceania",328360,False,Poison,Poison,3093464,0.266,0.52,0.711,3,0.148,-5.009,B,0.0386,133.947,4,0.226,58,1990,A-Flat Major
8459,Something To Talk About,"Europe, Africa, Asia, America, Oceania",227573,False,Bonnie Raitt,Bonnie Raitt,658269,0.0631,0.795,0.64,1,0.0692,-13.478,B,0.0294,102.633,4,0.954,63,1991,F-Sharp Major
8460,Something in My Heart,"Europe, Africa, Asia, America, Oceania",353000,False,Michel'le,Michel'le,277457,0.166,0.698,0.434,8,0.0658,-12.892,A,0.0272,130.295,4,0.386,55,1989,E Minor
8461,Something in Your Mouth,"Europe, Africa, Asia, America, Oceania",219253,False,Nickelback,Nickelback,6508386,0.00137,0.663,0.977,0,0.173,-3.024,B,0.0575,129.975,4,0.746,67,2008,B Major
8462,Something in the Orange,"Europe, Africa, Asia, America, Oceania",228013,False,Zach Bryan,Zach Bryan,1976580,0.555,0.369,0.192,4,0.0954,-12.151,A,0.04,175.212,3,0.148,90,2022,C Minor
8463,Something to Be Proud Of,"Europe, Africa, Asia, America, Oceania",256600,False,Montgomery Gentry,Montgomery Gentry,1449756,0.0811,0.645,0.693,0,0.175,-6.481,B,0.0344,97.555,4,0.553,64,2004,B Major
8464,Something to Talk About,"Europe, Africa, Asia, America, Oceania",204352,False,Koe Wetzel,Koe Wetzel,535943,0.049,0.612,0.934,9,0.103,-5.124,A,0.0663,130.006,4,0.293,72,2017,B Minor
8465,Something's Got A Hold On Me,"Europe, Africa, Asia, America, Oceania",169746,False,Etta James,Etta James,1528937,0.786,0.471,0.585,1,0.811,-6.105,B,0.0822,150.719,4,0.655,68,2011,F-Sharp Major
8466,Something's Gotta Give,"Europe, Africa, Asia, America, Oceania",125960,False,Sammy Davis Jr.,Sammy Davis Jr.,497553,0.727,0.541,0.341,9,0.0601,-8.722,A,0.0473,138.022,3,0.635,55,1990,B Minor
8467,Sometimes,America,319226,False,my bloody valentine,my bloody valentine,778734,6.79e-05,0.351,0.651,7,0.0916,-17.989,B,0.0789,128.453,4,0.0395,53,1991,C Major
8468,Sometimes,"Europe, Africa, Asia, America, Oceania",245066,False,Britney Spears,Britney Spears,12744618,0.42,0.745,0.742,10,0.102,-5.693,B,0.0259,95.996,4,0.806,71,1999,A Major
8469,Sometimes I Rhyme Slow,"Europe, Africa, Asia, America, Oceania",172266,True,Nice & Smooth,Nice & Smooth,135454,0.119,0.797,0.563,6,0.0969,-14.138,A,0.123,108.369,4,0.687,53,1991,D Minor
8470,Sometimes Love Just Ain't Enough,"Europe, Africa, Asia, America, Oceania",267600,False,Patty Smyth;Don Henley,Patty Smyth,60650,0.329,0.561,0.442,10,0.24,-10.687,B,0.0243,82.996,4,0.267,64,1992,A Major
8471,Sometimes She Cries,"Europe, Africa, Asia, America, Oceania",283933,False,Warrant,Warrant,1207575,0.00254,0.442,0.523,11,0.349,-11.716,B,0.0273,146.501,4,0.654,52,1989,E Major
8472,Somewhere Down The Crazy River,"Europe, Africa, Asia, America, Oceania",295373,False,Robbie Robertson,Robbie Robertson,56685,0.0642,0.544,0.355,5,0.117,-17.764,A,0.0479,81.525,4,0.746,55,1987,G Minor
8473,Somewhere I Belong,America,213933,False,Linkin Park,Linkin Park,24326619,0.00038,0.451,0.951,1,0.261,-3.754,B,0.0645,162.065,4,0.442,57,2003,F-Sharp Major
8474,Somewhere I Belong,"Europe, Africa, Asia, America, Oceania",213933,False,Linkin Park,Linkin Park,24326619,0.00038,0.451,0.951,1,0.261,-3.754,B,0.0645,162.065,4,0.442,71,2003,F-Sharp Major
8475,Somewhere On A Beach,"Europe, Africa, Asia, America, Oceania",197120,False,Dierks Bentley,Dierks Bentley,3065136,0.000547,0.569,0.638,7,0.0848,-6.557,B,0.0291,144.042,4,0.438,70,2016,C Major
8476,Somewhere Only We Know,America,236160,False,Keane,Keane,3090634,0.0794,0.453,0.655,9,0.0849,-4.22,B,0.0259,172.012,4,0.368,78,2004,D Major
8477,"Somewhere Out There - From ""An American Tail"" Soundtrack","Europe, Africa, Asia, America, Oceania",238173,False,Linda Ronstadt;James Ingram,Linda Ronstadt,859920,0.817,0.32,0.221,0,0.0977,-16.302,B,0.0328,80.04,4,0.116,55,1986,B Major
8478,Somewhere Over The Rainbow_What A Wonderful World,"Europe, Africa, Asia, America, Oceania",308026,False,Israel Kamakawiwo'ole,Israel Kamakawiwo'ole,495088,0.928,0.663,0.168,0,0.361,-13.725,B,0.0448,85.005,4,0.678,73,1993,B Major
8479,Somewhere With You,"Europe, Africa, Asia, America, Oceania",243520,False,Kenny Chesney,Kenny Chesney,4379640,0.0862,0.68,0.849,1,0.174,-6.475,A,0.0376,111.969,4,0.536,63,2010,E-Flat Minor
8480,Somewhere in the Middle,"Europe, Africa, Asia, America, Oceania",300493,False,Cody Jinks,Cody Jinks,902150,0.208,0.589,0.542,10,0.0819,-5.055,B,0.0228,83.985,3,0.36,61,2010,A Major
8481,Son Of A Sinner,"Europe, Africa, Asia, America, Oceania",232093,True,Jelly Roll,Jelly Roll,2481327,0.0419,0.365,0.541,7,0.281,-7.489,B,0.0304,86.041,4,0.329,80,2021,C Major
8482,Son of Man,"Europe, Africa, Asia, America, Oceania",163533,False,Phil Collins,Phil Collins,5348006,0.041,0.642,0.853,9,0.361,-5.288,B,0.0338,141.663,4,0.694,60,1999,D Major
8483,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Europe, Africa, Asia, America, Oceania",315426,False,Ludwig van Beethoven;Paul Lewis,Ludwig van Beethoven,5055825,0.995,0.184,0.00527,1,0.173,-37.264,A,0.0432,170.612,3,0.151,71,2007,E-Flat Minor
8484,Song 2,"Europe, Africa, Asia, America, Oceania",121880,False,Blur,Blur,3042407,0.00188,0.658,0.709,8,0.0657,-6.736,B,0.0904,129.701,4,0.855,70,2000,G Major
8485,Song 2 - 2012 Remaster,"Europe, Africa, Asia, America, Oceania",121160,False,Blur,Blur,3042407,0.00178,0.674,0.789,8,0.0753,-6.903,B,0.0676,129.802,4,0.918,83,1997,G Major
8486,Song For The Dead,America,352440,True,Queens of the Stone Age,Queens of the Stone Age,3334950,0.158,0.339,0.933,5,0.397,-5.733,B,0.0723,106.566,4,0.225,57,2002,B-Flat Major
8487,Songbird,"Europe, Asia, America, Oceania",303333,False,Kenny G,Kenny G,1010338,0.0532,0.324,0.358,7,0.106,-14.19,B,0.0367,134.363,4,0.107,50,1986,C Major
8488,Sonne,America,272440,False,Rammstein,Rammstein,8600807,0.0054,0.51,0.917,4,0.396,-4.806,A,0.0854,75.098,4,0.313,71,2001,C Minor
8489,Sonora Y Sus Ojos Negros,"Europe, Africa, Asia, America, Oceania",181640,False,Miguel Y Miguel,Miguel Y Miguel,406775,0.785,0.659,0.358,8,0.078,-8.726,B,0.0803,94.177,4,0.645,64,1995,G Major
8490,Soon,America,418706,False,my bloody valentine,my bloody valentine,778734,6.64e-06,0.425,0.839,6,0.433,-12.391,A,0.0385,109.575,4,0.705,50,1991,D Minor
8491,Soon You’ll Get Better (feat. The Chicks),"Europe, Africa, Asia, America, Oceania",201586,False,Taylor Swift;The Chicks,Taylor Swift,84618954,0.907,0.433,0.182,0,0.123,-12.566,B,0.0641,207.476,4,0.421,74,2019,B Major
8492,Soon as I Get Home,"Europe, Africa, Asia, America, Oceania",324280,False,Faith Evans,Faith Evans,1558278,0.519,0.652,0.498,11,0.149,-6.2,B,0.0413,120.141,4,0.336,61,1995,E Major
8493,Sorrows,"Europe, Africa, Asia, America, Oceania",193702,False,Bryson Tiller,Bryson Tiller,7402171,0.148,0.633,0.793,5,0.867,-6.847,A,0.182,109.093,4,0.761,77,2020,G Minor
8494,Sorry,"Europe, Africa, Asia, America, Oceania",200786,False,Justin Bieber,Justin Bieber,73969517,0.0797,0.654,0.76,0,0.299,-3.669,A,0.045,99.945,4,0.41,83,2015,A-Flat Minor
8495,Sorry,"Europe, Africa, Asia, America, Oceania",232560,True,Beyoncé,Beyoncé,35748235,0.00175,0.775,0.598,2,0.253,-7.274,B,0.0535,129.988,4,0.356,69,2016,D-Flat Major
8496,Sorry Bout That,"Europe, Africa, Asia, America, Oceania",186017,True,Yeat,Yeat,3005249,8.47e-05,0.73,0.643,6,0.203,-7.811,A,0.0984,141.961,4,0.492,75,2021,D Minor
8497,Sorry Not Sorry,"Europe, Africa, Asia, America, Oceania",203760,True,Demi Lovato,Demi Lovato,25904881,0.0242,0.706,0.643,11,0.262,-6.929,A,0.234,143.931,4,0.885,77,2017,D-Flat Minor
8498,Soul,"Europe, Africa, Asia, America, Oceania",167680,False,Lee Brice,Lee Brice,2136889,0.357,0.789,0.642,11,0.0985,-8.304,B,0.0352,121.003,4,0.755,72,2020,E Major
8499,Soul Meets Body,America,229413,False,Death Cab for Cutie,Death Cab for Cutie,1488779,0.0767,0.621,0.853,2,0.0893,-5.735,A,0.0253,128.142,4,0.714,63,2005,B-Flat Minor
8500,Soul Survivor,America,280013,True,Jeezy;Akon,Jeezy,2389238,0.00103,0.682,0.483,10,0.159,-7.718,B,0.0451,84.012,4,0.108,68,2005,A Major
8501,Soul to Squeeze,"Europe, Africa, Asia, America, Oceania",289533,False,Red Hot Chili Peppers,Red Hot Chili Peppers,20124520,0.0322,0.663,0.546,5,0.107,-5.234,B,0.0269,88.171,4,0.656,72,2003,B-Flat Major
8502,Soulfight,"Europe, Africa, Asia, America, Oceania",392800,False,The Revivalists,The Revivalists,348390,0.636,0.591,0.454,7,0.0793,-8.851,B,0.0317,123.379,4,0.198,58,2008,C Major
8503,Soulshine,"Europe, Africa, Asia, America, Oceania",403506,False,Allman Brothers Band,Allman Brothers Band,1523746,0.125,0.476,0.556,10,0.0898,-6.501,B,0.0274,135.624,4,0.559,58,1994,A Major
8504,Sound System - 2007 Remaster,"Europe, Africa, Asia, America, Oceania",134026,True,Operation Ivy,Operation Ivy,250827,0.35,0.569,0.954,2,0.0768,-4.82,B,0.126,91.205,4,0.574,58,1989,D-Flat Major
8505,Sound of Madness,"Europe, Africa, Asia, America, Oceania",233986,False,Shinedown,Shinedown,3942993,4.93e-05,0.328,0.939,2,0.337,-1.654,A,0.0423,185.971,4,0.329,70,2008,B-Flat Minor
8506,Soundtrack 2 My Life,America,235626,True,Kid Cudi,Kid Cudi,6647472,0.465,0.464,0.754,9,0.37,-6.653,A,0.128,86.501,4,0.444,68,2009,B Minor
8507,Sour Girl,"Europe, Africa, Asia, America, Oceania",256253,False,Stone Temple Pilots,Stone Temple Pilots,3317091,0.0769,0.394,0.663,0,0.239,-6.619,B,0.0295,207.575,4,0.737,58,1999,B Major
8508,Sour Times,"Europe, Africa, Asia, America, Oceania",252266,False,Portishead,Portishead,1819810,0.0508,0.698,0.633,8,0.264,-6.68,A,0.0406,94.085,4,0.55,65,1994,E Minor
8509,South Of Heaven,America,298533,True,Slayer,Slayer,3623467,0.000155,0.314,0.991,5,0.0968,-3.867,A,0.318,138.975,4,0.0395,52,1988,G Minor
8510,South Of Heaven,"Europe, Africa, Asia, America, Oceania",298533,True,Slayer,Slayer,3623467,0.000132,0.31,0.991,5,0.0969,-3.769,A,0.316,140.071,4,0.0395,65,1988,G Minor
8511,Southern Hospitality (Featuring Pharrell),"Europe, Africa, Asia, America, Oceania",300933,True,Ludacris;Pharrell Williams,Ludacris,2652464,0.035,0.623,0.896,0,0.0941,-4.719,B,0.247,95.158,4,0.613,55,2000,B Major
8512,Southern Land,"Europe, Africa, Asia, America, Oceania",222093,False,Taylor Ray Holbrook;Upchurch,Taylor Ray Holbrook,183661,0.176,0.725,0.724,1,0.136,-6.195,B,0.126,130.045,4,0.741,64,2016,F-Sharp Major
8513,Southside,"Europe, Africa, Asia, America, Oceania",277840,False,Lloyd;Ashanti,Lloyd,2229469,0.377,0.688,0.404,9,0.0813,-9.481,A,0.0818,75.007,3,0.448,64,2004,B Minor
8514,Southside Of Heaven,"Europe, Africa, Asia, America, Oceania",379160,False,Ryan Bingham,Ryan Bingham,454407,0.0029,0.387,0.499,7,0.0695,-10.207,B,0.0259,111.032,4,0.333,65,2007,C Major
8515,Southtown,"Europe, Africa, Asia, America, Oceania",247253,False,P.O.D.,P.O.D.,1835085,0.00268,0.319,0.852,0,0.331,-7.295,B,0.0716,79.554,4,0.297,59,1999,B Major
8516,Sowing The Seeds Of Love,"Europe, Africa, Asia, America, Oceania",379333,False,Tears For Fears,Tears For Fears,3023083,0.00715,0.334,0.767,7,0.338,-7.574,A,0.036,87.027,4,0.644,65,1989,A Minor
8517,Soy Cómo Quiero Ser,"Europe, Africa, Asia, America, Oceania",154110,False,Joan Sebastian,Joan Sebastian,9181105,0.706,0.637,0.547,7,0.0609,-6.638,B,0.0489,95.774,3,0.987,65,1991,C Major
8518,Soy Peor,"Europe, Africa, Asia, America, Oceania",257384,True,Bad Bunny,Bad Bunny,73580251,0.683,0.808,0.611,0,0.114,-3.221,A,0.0663,116.011,4,0.172,76,2016,A-Flat Minor
8519,Soy Un Solitario,America,170640,False,Los Temerarios,Los Temerarios,3750095,0.273,0.544,0.752,8,0.0432,-7.575,B,0.0319,136.932,4,0.647,54,1987,G Major
8520,Soñador Eterno,"Europe, Africa, Asia, America, Oceania",177200,False,Intocable,Intocable,3578600,0.134,0.582,0.509,11,0.082,-10.193,A,0.0489,142.965,4,0.937,70,1999,D-Flat Minor
8521,Space Bound,"Europe, Africa, Asia, America, Oceania",278640,True,Eminem,Eminem,75934997,0.0417,0.668,0.886,0,0.459,-3.474,B,0.117,142.002,4,0.503,71,2010,B Major
8522,Space Cadet (feat. Gunna),"Europe, Africa, Asia, America, Oceania",203266,True,Metro Boomin;Gunna,Metro Boomin,5466562,0.368,0.901,0.464,5,0.238,-9.789,A,0.0645,109.004,4,0.638,83,2018,G Minor
8523,Space Jam,"Europe, Africa, Asia, America, Oceania",304960,False,Quad City DJ's,Quad City DJ's,65416,0.064,0.798,0.952,11,0.287,-4.78,A,0.0401,132.031,4,0.843,60,1996,D-Flat Minor
8524,Space Lord,"Europe, Africa, Asia, America, Oceania",355973,False,Monster Magnet,Monster Magnet,225286,0.000186,0.634,0.737,10,0.119,-7.104,B,0.0354,95.811,4,0.379,58,1998,A Major
8525,Space Song,America,320466,False,Beach House,Beach House,1922750,0.229,0.508,0.792,0,0.145,-7.311,A,0.0297,147.067,4,0.601,82,2015,A-Flat Minor
8526,Spaceship,"Europe, Africa, Asia, America, Oceania",324226,True,Kanye West;GLC;Consequence,Kanye West,21109339,0.503,0.507,0.753,5,0.573,-5.31,A,0.19,178.068,3,0.657,67,2004,G Minor
8527,Sparks,"Europe, Africa, Asia, America, Oceania",227093,False,Coldplay,Coldplay,46873766,0.748,0.371,0.268,1,0.104,-10.506,B,0.0281,102.617,3,0.165,87,2000,F-Sharp Major
8528,Sparks Fly,America,260933,False,Taylor Swift,Taylor Swift,84618954,0.0396,0.605,0.787,5,0.163,-3.002,B,0.0308,114.987,4,0.374,66,2010,B-Flat Major
8529,Sparks Fly (Taylor’s Version),"Europe, Africa, Asia, America, Oceania",261230,False,Taylor Swift,Taylor Swift,84618954,0.0251,0.588,0.758,5,0.131,-2.347,B,0.0305,114.991,4,0.387,84,2023,B-Flat Major
8530,Sparks Will Fly (feat. Jhené Aiko),"Europe, Africa, Asia, America, Oceania",252053,True,J. Cole;Jhené Aiko,J. Cole,21215530,0.0674,0.502,0.821,1,0.15,-6.904,A,0.23,122.835,5,0.683,63,2013,E-Flat Minor
8531,Speak Now,America,240760,False,Taylor Swift,Taylor Swift,84618954,0.095,0.709,0.599,7,0.0973,-3.734,B,0.0304,118.975,4,0.735,63,2010,C Major
8532,Speak Now (Taylor's Version),"Europe, Africa, Asia, America, Oceania",242473,False,Taylor Swift,Taylor Swift,84618954,0.248,0.727,0.677,7,0.143,-2.871,B,0.0325,118.995,4,0.639,84,2023,C Major
8533,Speak Too Soon,"Europe, Africa, Asia, America, Oceania",173604,False,Wild Rivers,Wild Rivers,189283,0.571,0.705,0.442,7,0.109,-10.765,B,0.0727,151.75,4,0.306,71,2016,C Major
8534,Speechless,"Europe, Africa, Asia, America, Oceania",213386,False,Dan + Shay,Dan + Shay,3046743,0.356,0.616,0.438,1,0.24,-5.968,B,0.0298,135.929,4,0.386,73,2018,F-Sharp Major
8535,Speed Drive,"Europe, Africa, Asia, America, Oceania",117809,False,Charli XCX,Charli XCX,2958190,0.00284,0.652,0.879,0,0.0918,-6.405,B,0.0784,173.925,4,0.789,81,2023,B Major
8536,Speed Drive (From Barbie The Album),"Europe, Africa, Asia, America, Oceania",117809,False,Charli XCX,Charli XCX,2958190,0.00284,0.652,0.879,0,0.0918,-6.405,B,0.0784,173.925,4,0.789,89,2023,B Major
8537,Speed Trials,"Asia, America",181293,False,Elliott Smith,Elliott Smith,973726,0.794,0.638,0.377,0,0.106,-13.139,B,0.0312,102.763,4,0.33,52,1997,B Major
8538,Speed of Sound,"Europe, Africa, Asia, America, Oceania",287906,False,Coldplay,Coldplay,46873766,0.00488,0.514,0.898,11,0.0746,-6.765,A,0.0577,123.067,4,0.353,74,2005,D-Flat Minor
8539,Spend My Life With You,"Europe, Africa, Asia, America, Oceania",276013,False,"Eric Benét;Tamia;Kevin ""K.D."" Davis",Eric Benét,658800,0.434,0.583,0.435,8,0.102,-8.784,B,0.0386,72.01,4,0.292,60,1999,G Major
8540,Spice Up Your Life,"Europe, Africa, Asia, America, Oceania",173666,False,Spice Girls,Spice Girls,3155134,0.0105,0.556,0.993,1,0.403,-5.067,B,0.0464,124.016,4,0.702,71,1997,F-Sharp Major
8541,Spiderhead,"Europe, Africa, Asia, America, Oceania",222813,False,Cage The Elephant,Cage The Elephant,3360229,0.00614,0.543,0.946,2,0.106,-0.734,B,0.0454,117.962,4,0.547,63,2013,D-Flat Major
8542,Spiders,"Europe, Africa, Asia, America, Oceania",215440,False,System Of A Down,System Of A Down,9553454,0.0324,0.46,0.54,5,0.326,-5.132,B,0.0381,137.855,4,0.0506,71,1998,B-Flat Major
8543,Spiderwebs,"Europe, Africa, Asia, America, Oceania",266760,False,No Doubt,No Doubt,2592505,0.0376,0.49,0.852,10,0.126,-7.192,B,0.0502,143.248,4,0.663,65,1995,A Major
8544,Spill the Wine,"Europe, Africa, Asia, America, Oceania",246333,False,War,War,418982,0.471,0.818,0.475,2,0.0943,-12.88,A,0.0708,120.378,4,0.902,58,1994,B-Flat Minor
8545,Spin Bout U,"Europe, Africa, Asia, America, Oceania",214588,True,Drake;21 Savage,Drake,79123685,0.01,0.773,0.701,7,0.163,-6.386,B,0.0512,129.963,4,0.203,84,2022,C Major
8546,Spin You Around,"Europe, Africa, Asia, America, Oceania",212850,False,Morgan Wallen,Morgan Wallen,6957293,0.00147,0.517,0.877,4,0.208,-3.621,B,0.0297,150.004,4,0.616,79,2015,E-Flat Major
8547,Spit It Out,America,159773,True,Slipknot,Slipknot,10035858,0.0309,0.331,0.946,7,0.254,-4.599,B,0.0775,139.965,4,0.534,62,1999,C Major
8548,Spit It Out,"Europe, Africa, Asia, America, Oceania",159773,True,Slipknot,Slipknot,10035858,0.0309,0.331,0.946,7,0.254,-4.599,B,0.0775,139.965,4,0.534,69,2009,C Major
8549,Spoonman,"Europe, Africa, Asia, America, Oceania",246920,False,Soundgarden,Soundgarden,4118592,2.17e-05,0.457,0.902,7,0.258,-5.624,B,0.0313,92.711,4,0.834,71,1994,C Major
8550,Sports,"Europe, Africa, Asia, America, Oceania",164165,False,Beach Bunny,Beach Bunny,1180652,0.000653,0.231,0.877,9,0.0694,-5.278,B,0.0574,186.142,4,0.524,74,2018,D Major
8551,Spotless (feat. The Lumineers),"Europe, Africa, Asia, America, Oceania",169467,True,Zach Bryan;The Lumineers,Zach Bryan,1976580,0.409,0.604,0.444,0,0.0837,-7.695,B,0.0698,72.129,4,0.169,81,2023,B Major
8552,Spotlight,"Europe, Africa, Asia, America, Oceania",177600,False,Marshmello;Lil Peep,Marshmello,35290231,0.0145,0.546,0.822,7,0.742,-4.483,B,0.151,150.06,4,0.615,73,2018,C Major
8553,SpottieOttieDopaliscious,"Europe, Africa, Asia, America, Oceania",426853,True,Outkast,Outkast,2336216,0.00259,0.828,0.656,1,0.144,-6.571,B,0.222,124.751,4,0.709,60,1998,F-Sharp Major
8554,Spread Thin,"Europe, Africa, Asia, America, Oceania",202519,False,Mariah the Scientist,Mariah the Scientist,236161,0.0553,0.621,0.411,6,0.0816,-8.261,A,0.0333,110.113,4,0.357,74,2022,D Minor
8555,Springsteen,"Europe, Africa, Asia, America, Oceania",263386,False,Eric Church,Eric Church,3842647,0.1,0.692,0.809,2,0.185,-5.935,B,0.0255,104.023,4,0.927,77,2011,D-Flat Major
8556,Sprinter,"Europe, Africa, Asia, America, Oceania",229133,True,Dave;Central Cee,Dave,3549705,0.186,0.916,0.583,1,0.0798,-8.067,B,0.241,141.095,4,0.661,96,2023,F-Sharp Major
8557,Square Biz,America,383706,False,Teena Marie,Teena Marie,600351,0.148,0.769,0.922,2,0.5,-7.479,B,0.119,113.621,4,0.723,55,2001,D-Flat Major
8558,Square Dance,"Europe, Africa, Asia, America, Oceania",323720,True,Eminem,Eminem,75934997,0.0307,0.763,0.675,5,0.0876,-1.797,A,0.223,82.0,4,0.724,63,2002,G Minor
8559,Square Hammer,America,239293,False,Ghost,Ghost,2631718,3.31e-05,0.53,0.903,2,0.259,-4.396,A,0.0483,129.983,4,0.747,68,2016,B-Flat Minor
8560,St. Anger,America,441133,False,Metallica,Metallica,25788790,0.00131,0.249,0.949,2,0.0953,-2.642,A,0.0678,185.252,4,0.498,56,2003,B-Flat Minor
8561,Stacy's Mom,"Europe, Africa, Asia, America, Oceania",197986,False,Fountains Of Wayne,Fountains Of Wayne,172067,0.00207,0.774,0.75,11,0.0808,-4.927,A,0.0412,118.015,4,0.927,76,2003,D-Flat Minor
8562,Stalker's Tango,"Europe, Africa, Asia, America, Oceania",175000,False,Autoheart,Autoheart,92920,0.21,0.651,0.31,11,0.0994,-12.794,A,0.032,120.136,4,0.649,67,2013,D-Flat Minor
8563,Stan,"Europe, Africa, Asia, America, Oceania",404106,True,Eminem;Dido,Eminem,75934997,0.0371,0.78,0.768,6,0.518,-4.325,A,0.238,80.063,4,0.507,84,2000,D Minor
8564,Stand - Remastered 2013,"Europe, Africa, Asia, America, Oceania",192960,False,R.E.M.,R.E.M.,4159260,0.397,0.653,0.738,4,0.0931,-10.057,B,0.0285,109.322,4,0.932,59,1988,E-Flat Major
8565,Stand Back,"Europe, Africa, Asia, America, Oceania",297093,False,Stevie Nicks,Stevie Nicks,1335179,0.00736,0.638,0.783,11,0.0381,-9.455,A,0.0435,115.269,4,0.637,57,1991,D-Flat Minor
8566,Stand By Me (feat. Morgan Wallen),"Europe, Africa, Asia, America, Oceania",219173,True,Lil Durk;Morgan Wallen,Lil Durk,6107393,0.0592,0.756,0.582,11,0.161,-7.726,B,0.0343,134.07,4,0.605,83,2023,E Major
8567,Stand On It,"Europe, Africa, Asia, America, Oceania",158760,False,Mel McDaniel,Mel McDaniel,193082,0.0723,0.614,0.837,9,0.114,-7.234,B,0.0369,168.347,4,0.952,49,1986,D Major
8568,Stand Out,"Europe, Africa, Asia, America, Oceania",180440,False,Tevin Campbell,Tevin Campbell,1007676,0.0287,0.816,0.715,0,0.0399,-9.759,B,0.0607,141.989,4,0.938,62,1995,B Major
8569,Stand Up,"Europe, Africa, Asia, America, Oceania",213760,True,Ludacris;Shawnna,Ludacris,2652464,0.367,0.751,0.84,6,0.0916,-4.855,B,0.349,99.057,4,0.801,61,2003,F Major
8570,Stand by Me,"Europe, Africa, Asia, America, Oceania",205266,False,Prince Royce,Prince Royce,7940897,0.143,0.737,0.82,9,0.129,-2.085,B,0.0291,127.998,4,0.914,68,2010,D Major
8571,Standing Outside a Broken Phone Booth with Money in My Hand,"Europe, Africa, Asia, America, Oceania",336800,False,Primitive Radio Gods,Primitive Radio Gods,30135,0.136,0.725,0.614,0,0.062,-7.015,B,0.0409,95.039,4,0.429,54,1996,B Major
8572,Star Shopping,"Europe, Africa, Asia, America, Oceania",142000,True,Lil Peep,Lil Peep,10591916,0.0946,0.538,0.471,4,0.116,-9.84,A,0.0955,93.07,4,0.307,86,2015,C Minor
8573,Starboy,"Europe, Africa, Asia, America, Oceania",230453,True,The Weeknd;Daft Punk,The Weeknd,70651835,0.141,0.679,0.587,7,0.137,-7.015,B,0.276,186.003,4,0.486,92,2016,C Major
8574,Stargazing,"Europe, Africa, Asia, America, Oceania",217026,False,The Neighbourhood,The Neighbourhood,13464484,0.00304,0.512,0.483,0,0.12,-7.798,B,0.0298,160.009,4,0.367,75,2020,B Major
8575,Stargirl Interlude,"Europe, Africa, Asia, America, Oceania",111626,False,The Weeknd;Lana Del Rey,The Weeknd,70651835,0.353,0.715,0.47,5,0.104,-12.638,A,0.0772,89.965,4,0.426,87,2016,G Minor
8576,Stargirl Interlude,"Europe, Africa, Asia, America, Oceania",111640,False,The Weeknd;Lana Del Rey,The Weeknd,70651835,0.351,0.638,0.474,5,0.105,-12.7,A,0.124,179.771,4,0.441,81,2016,G Minor
